author,gender
"Colette, 1873-1954",F
"Cooke, Marjorie Benton, 1876-1920",F
"Sharp, Evelyn, 1869-1955",X
"Chamberlain, Esther",X
"Grimmelshausen, Hans Jakob Christoph von, 1625-1676",X
"Blasco Ibáñez, Vicente, 1867-1928",M
"Bunch, David R., 1925-2000",M
"Rice, Alfred Ernest",X
"Cummings, Ray, 1887-1957",M
"Richardson, Samuel, 1689-1761",M
"Michaëlis, Karin, 1872-1950",F
"Michelson, Miriam, 1870-1942",F
"De Ford, Miriam Allen, 1888-1975",F
"Pemberton, Max, 1863-1950",M
"Frederic, Harold, 1856-1898",X
"Locke, William John, 1863-1930",M
"Wood, Joanna E. (Joanna Ellen), 1867-1927",F
"Fyles, Franklin, 1847-1911",X
"Chapman, Arthur, 1873-1935",X
"Ormsby, John, 1829-1895 [Translator]",M
"Lichtenstein, Alfred, 1889-1914",M
"Jones, Susan Morrow, 1864?-1926",X
"Chatterji, Bankim Chandra, 1838-1894",M
"Stevenson, Burton Egbert, 1872-1962 [Editor]",M
"Smart, Hawley, 1833-1893",M
"Mears, Mary M. (Mary Martha), 1876-1943",F
"Fell, Marian [Translator]",X
"Hutchinson, A. S. M. (Arthur Stuart-Menteth), 1880-1971",X
"Chase, Allan, 1913-1993",X
"Stanwood, Avis A. Burnham",X
"Meyer, Annie Nathan, 1867-1951",F
"Jordan, Elizabeth Garver, 1867-1947 [Contributor]",X
"Mérimée, Prosper, 1803-1870 [Contributor]",M
"Hallett, Emma V., 1832-1908",X
"Fee, Mary H. (Mary Helen)",X
"Wetherald, A. Ethelwyn, 1857-1940",F
"Litsey, Edwin Carlile, 1874-1970",X
"Spofford, Harriet Elizabeth Prescott, 1835-1921",F
"Despard, C. (Charlotte), 1844-1939",F
"Watson, Robert, 1882-1948",X
"Robinson, Solon, 1803-1880",M
"Dowson, Ernest Christopher, 1867-1900 [Translator]",M
"Jakowleff, Emily [Translator]",X
"McComas, J. Francis, 1911-1978",M
"Scott, Leroy, 1875-1929",M
"Heffernan, Dean L.",X
"Caswell, Harriet S., 1834-",X
"Fairless, Michael, 1869-1901",F
"Van Scyoc, Sydney J., 1939-",X
"Dyson, Edward, 1865-1931",X
"Barclay, Florence L. (Florence Louisa), 1862-1921",F
"Twain, Mark (Spirit), 1835-1910 [Dubious author]",M
"Roberts, Scott",X
"De Camp, Charles B. [Contributor]",X
"Lillibridge, Will, 1878-1909",X
"DeKy, Thornton",X
"Sheridan, Richard",X
"Rudder, Robert S. [Translator]",X
"Petrarca, Francesco, 1304-1374",M
"Wray, J. Jackson (James Jackson), 1832-1892",X
"Harrison, S. Frances (Susie Frances), 1859-1935",F
"McKenna, Stephen, 1888-1967",X
"Brighouse, Harold, 1882-1958",M
"Oberfield, William",X
"Shea, Robert, 1933-1994",M
"Bain, R. Nisbet (Robert Nisbet), 1854-1909 [Author of introduction, etc.]",X
"Bury, Charlotte Campbell, Lady, 1775-1861",F
"Cournos, John, 1881-1966 [Translator]",X
"Mason, David, 1924-1974",M
"Taylor, George A. (George Augustine), 1872-1928",M
"Haggard, J. Harvey (John Harvey), 1912-2001",X
"Mackay, Isabel Ecclestone, 1875-1928",F
"King-Hall, Stephen, Sir, 1893-1966",M
"Davis, J. W., Mrs. [Translator]",X
"Aiken, Albert W., 1846-1894",X
"Whyte-Melville, G. J. (George John), 1821-1878",M
"O'Higgins, Harvey Jerrold, 1876-1929",M
"Chamisso, Adelbert von, 1781-1838",M
"Fogazzaro, Antonio, 1842-1911",M
"Robins, Elizabeth, 1862-1952",F
"Herrick, Robert, 1868-1938",X
"Hartzell, H. A.",X
"Hoey, Frances Cashel, 1830-1908 [Translator]",F
"Ingersoll, Ernest, 1852-1946",M
"Crossen, Kendell Foster, 1910-1981",M
"Laut, Agnes C., 1871-1936",F
"Cambridge, Ada, 1844-1926",F
"Dalrymple, Leona, 1884-",X
"Scheffel, Joseph Victor von, 1826-1886",M
"Douie, Marjorie",X
"Delafield, E. M., 1890-1943",F
"Fox, Frances Barton, 1887-",X
"Jensen, Wilhelm, 1837-1911",M
"Upward, Allen, 1863-1926",M
"Wells, Carolyn, 1862-1942",F
"Prichard, Sarah J. (Sarah Johnson), 1830-1909",X
"Musset, Alfred de, 1810-1857",M
"Hyllested, Carl Christian [Translator]",X
"Sergeant, Adeline, 1851-1904",F
"Powers, Paul S. (Paul Sylvester), 1905-1971",X
"Vera, 1865-",X
"Merriman, Charles Eustace",X
"Carter, Mary Elizabeth",X
"Payn, James, 1830-1898 [Contributor]",X
"Panache, Madame, 1790?-1881",X
"Adolph, Anna",X
"Gibbs, George, 1870-1942",M
"Horsley, Reginald, 1863-1926",F
"Merwin, Samuel, 1874-1936",M
"Stretton, Hesba, 1832-1911 [Contributor]",F
"Ames, N. (Nathaniel), 1796-1835",M
"Benoît, Pierre, 1886-1962",X
"Spyri, Johanna, 1827-1901",F
"Warner, Charles Dudley, 1829-1900 [Contributor]",X
"Sargent, Lucius M. (Lucius Manlius), 1786-1867",M
"Grier, Sydney C., 1868-1933",F
"Prichard, T. J. Llewelyn (Thomas Jeffery Llewelyn), 1790-1862",M
"Saphro, Charles",X
"Dickens, Charles, 1812-1870",X
"Morison, Mary [Translator]",X
"Stockton, Marian E. (Marian Edwards), -1906 [Contributor]",X
"Eccott, W. J.",X
"Whittaker, Frederick, 1838-1889",X
"Crofts, Freeman Wills, 1879-1957",M
"Robins, Edward, 1862-1943",M
"Mulford, Clarence Edward, 1883-1956",M
"Ross, Martin, 1862-1915",F
"Kelly, Maire Monica, 1876- [Translator]",X
"Brown, Alice, 1857-1948 [Contributor]",M
"Fawcett, Edgar, 1847-1904",M
"Taft, William Nelson",X
"Barbour, Ralph Henry, 1870-1944",M
"McNeile, H. C. (Herman Cyril), 1888-1937",M
"Cooke, Marjorie Benton, 1876-1920 [Contributor]",F
"Alby, Ernest, 1809-1868",X
"Ferrar, William John, 1868-",X
"Brunton, Mary, 1778-1818",F
"Monti, Luigi, 1830-1914 [Translator]",M
"Vizetelly, Ernest Alfred, 1853-1922 [Editor]",X
"James, Margaret Ellen",X
"Pirkis, Catherine Louisa, 1839-1910",F
"Vaknin, Samuel, 1961-",X
"Lewis, Art",X
"Zagat, Arthur Leo, 1896-1949",M
"Taylor, Bert Leston, 1866-1921",X
"Hergesheimer, Joseph, 1880-1954",M
"Lang, Andrew, 1844-1912 [Commentator]",M
"Poole, Ernest, 1880-1950",M
"Bowen, Marjorie, 1888-1952",F
"Gale, Zona, 1874-1938",F
"Bok, Hannes, 1914-1964",M
"Homer, 750? BCE-650? BCE",X
"Holley, Marietta, 1836-1926",F
"McConnell, Walter Caruth, 1870-",X
"Norris, Kathleen Thompson, 1880-1966 [Contributor]",M
"Loudon, Mrs. (Jane), 1807-1858",F
Boomerang,X
"Bryde, C. W.",X
"Babcock, Bernie, 1868-1962",F
A Californian,X
"Rowland, Henry C. (Henry Cottrell), 1874-1933",M
"Snyder, Charles M.",X
"Ross, Percy",X
"Mitchell, John Ames, 1845-1918",M
"Blackmore, R. D. (Richard Doddridge), 1825-1900",M
"Freese, John Henry [Translator]",X
"Boccaccio, Giovanni, 1313-1375",M
"Grow, Julian F.",X
"Herbert, A. P. (Alan Patrick), 1890-1971",X
"MacFarlane, Peter Clark, 1871-1924",M
"Drago, Harry Sinclair, 1888-1979",X
"Baldwin, Gerald",X
"Runkle, Bertha, 1879-1958",F
"Talmage, T. De Witt (Thomas De Witt), 1832-1902",M
"Roche, Charles E. (Charles Emile), 1847-1935 [Translator]",X
"North, Sterling, 1906-1974",M
"Peterson, Henry, 1818-1891",X
"Hughes, Thomas, 1822-1896 [Unknown role]",M
"Gaskell, Elizabeth Cleghorn, 1810-1865",F
"Hernhuter, Albert, 1934-",X
"Cao, Xueqin, 1717?-1763",X
"Volkhovsky, Vera [Translator]",X
"Jarvis, W. H. P. (William Henry Pope), 1876-1944",X
"Lathrop, Elise [Translator]",X
"Bell, Clara, 1834-1927 [Translator]",F
"Curtin, Jeremiah, 1835-1906 [Translator]",M
"Fullerton, Georgiana, 1812-1885",F
"Shelton, Vaughan",X
"Smith, Harriet L. (Harriet Lummis), 1866-1947",F
"Benjamin, Park, 1849-1922 [Contributor]",M
"Goulart, Ron, 1933-",X
"Dubh, Scian, 1815-1896",X
"Leavitt, Thad. W. H. (Thaddeus William Henry), 1844?-1909",X
"Porter, Linn Boyd, 1851-1916",X
"London, Jack, 1876-1916",M
"Converse, Florence, 1871-1967",F
"Mathiews, Franklin K. [Editor]",X
"Balzac, Honoré de, 1799-1850",M
"Van-Anderson, Helen, 1859-",X
"Hornblow, Arthur, 1865-1942",M
"Kirtlan, Ernest J. B. [Translator]",X
"Tregaskis, E. Franklin",X
"Holcombe, William H. (William Henry), 1825-1893",X
"Gray, Joslyn",X
"Merington, Marguerite, 1857-1951",F
"Foster, Maximilian, 1872-1943",X
"Barrett, John",X
"Dejeans, Elizabeth, 1873-1928",X
"Roberts, Charles G. D., Sir, 1860-1943",M
"Berger, Marcel, 1885-1966",X
"Campbell, John Scott",X
"Davis, Foxcroft, 1860-1916",X
"Dorrance, James French, 1879-",X
"Hope, Anthony, 1863-1933",M
"Williams, Jesse Lynch, 1871-1929",M
"Thompson, Don, 1935-1994",X
"Ebers, Georg, 1837-1898",M
"Day, Thomas, 1748-1789",M
"McConaughy, J. W.",X
"Dunham, Curtis",X
"Warren, Samuel, 1807-1877",X
"Lindsay, Vachel, 1879-1931",M
"Nichols, H. L.",X
"Pocklington, Kathryn",X
"Law, Frederick Houk, 1871-1957 [Editor]",X
"Stewart, Charles D. (Charles David), 1868-1960",X
"Sternig, Larry, 1908-1999",X
"Hopf, Alice L. (Alice Lightner), 1904-1988",F
"Strindberg, August, 1849-1912",M
"Hilliers, Ashton",X
"Dewey, Byrd Spilman, 1856-",X
"Raine, William MacLeod, 1871-1954",M
"Crow, Martha Foote, 1854-1924",F
"Adlington, William, active 1566 [Translator]",X
"Adams, I. William",X
"Reade, Charles, 1814-1884",X
"Rhys, Ernest, 1859-1946 [Author of introduction, etc.]",M
"Eastwood, Frances",X
"Dawson Scott, C. A. (Catharine Amy), 1865-1934",F
"Petaja, Emil, 1915-2000",M
"Day, Holman, 1865-1935",M
"Train, Arthur Cheney, 1875-1945 [Contributor]",X
"Verrall, Margaret de Gaudrion Merrifield, -1916 [Translator]",X
"Hartley, John, 1839-1915",X
"Winslow, Margaret E.",X
"Morris, Gouverneur, 1876-1953",M
"Coote, Rosa Belinda",X
"Lafferty, R. A., 1914-2002",M
"Carlyle, Thomas, 1795-1881 [Translator]",M
"Pohl, Frederik, 1919-2013",M
"Webb-Peploe, Mrs. (Annie), 1805-1880",X
"Anderson, Karen, 1932-",X
"Barrett, Frank, 1848-1926",X
"Starbuck, Roger, 1837-",X
"Kingsley, Charles, 1819-1875",M
"Hurst, Fannie, 1889-1968",F
"Delffs, Sofie [Translator]",X
"Allinson, A. R. (Alfred Richard), 1854- [Translator]",X
"Stevenson, Robert Louis, 1850-1894 [Contributor]",X
"Endicott, Ruth Belmore",X
"Worswick, B. W. [Translator]",X
"Berard, Louis",X
"Head, Richard, 1637?-1686?",X
"Paetzke, Roy",X
"Nash, Thomas, 1567-1601",X
"Lorimer, Norma, 1864-1948",X
"Pardo Bazán, Emilia, condesa de, 1852-1921",X
"Doctorow, Cory, 1971-",X
"Keeler, Harry Stephen, 1890-1967",M
"Linnell, Gertrude, -1933",X
"Keane, T. [Translator]",X
"Meade, L. T., 1854-1914",X
"Castle, Agnes, -1922",X
"Major, Charles, 1856-1913",M
"Heyer, Georgette, 1902-1974",F
"Putnam, Nina Wilcox, 1888-1962",F
"Gerry, Margarita Spalding, 1870-1939",F
"Hallard, Alys [Translator]",X
"Hill, A. F. (Ashbel Fairchild), 1842-1876",X
"Bush, Florence Lilian",X
"Keable, Robert, 1887-1927",M
"Larsen, Hanna Astrup, 1873-1945 [Translator]",M
"Livingston, Berkeley, 1909-1975",X
"Davis, William Stearns, 1877-1930",M
"Anderson, Sherwood, 1876-1941",M
"Baldwin, James, 1841-1925",M
"Kelleam, Joseph E. (Joseph Everidge), 1913-1975",X
"Inchbald, Mrs., 1753-1821",F
"Reed, Talbot Baines, 1852-1893",M
"Sheinbaum, Fred",X
"Steegmann, Mary G. [Translator]",X
"Austen, Jane, 1775-1817",X
"Miller, Helen Topping, 1884-1960",X
"Lewis, Sinclair, 1885-1951",M
"Stowe, Harriet Beecher, 1811-1896 [Author of introduction, etc.]",X
"Carey, Rosa Nouchette, 1840-1909",F
"White, Michael",X
"Cobb, Sylvanus, 1823-1887",M
"Drussai, Kirk, 1919-1991",X
"Woolson, Constance Fenimore, 1840-1894",F
"Tieck, Ludwig, 1773-1853 [Translator]",M
"Wesley, Bill",X
"Housman, Clemence, 1861-1955",F
"Alexander, E. A. [Contributor]",X
"O'Brien, Joseph",X
"Lang, Andrew, 1844-1912 [Annotator]",X
"Holland, Clive, 1866-1959",M
"Hapgood, Isabel Florence, 1850-1928 [Translator]",X
"Hidalgo, Miguel",X
"Clark, Ellery H. (Ellery Harding), 1874-1949",M
"Torbett, D.",X
"Tourgée, Albion Winegar, 1838-1905",M
"De Vet, Charles V., 1911-1997",X
"Marchmont, Arthur W., 1852-1923",X
"Glasgow, Ellen Anderson Gholson, 1873-1945",F
"Matthews, Edith Virginia Brander [Translator]",X
"Sheard, Virna, 1865-1943",X
"Robin, E. Gallienne",X
"Quiller-Couch, Arthur, 1863-1944",M
"Young, E. H. (Emily Hilda), 1880-1949",F
"Lynch, Lawrence L.",X
"Winlow, Alice M. (Alice Maud), 1879-1946",M
"Pont-Jest, René de, 1830-1904",X
"Whittington, George A.",X
"Cody, H. A. (Hiram Alfred), 1872-1948",M
"Sedgwick, Anne Douglas, 1873-1935",F
"McClung, Nellie L., 1873-1951",F
"Chambers, Robert W. (Robert William), 1865-1933",M
"Atherton, Gertrude Franklin Horn, 1857-1948",F
"Moore, Arthur, 1866-1952",X
"Landers, J. [Contributor]",X
"Childers, Erskine, 1870-1922",M
"Robinson, F. A. (Frank Alfred), 1874-",X
"Sevcik, Al",X
"Besant, Walter, 1836-1901",M
"Trimble, Louis, 1917-1988",M
"Wright, Rowland, 1862-1942",M
"Garnett, Richard, 1835-1906",X
"Thomson, Charles Goff",X
"Palacio Valdés, Armando, 1853-1938",M
"Feuillet, Octave, 1821-1890",M
"Ballou, Maturin M. (Maturin Murray), 1820-1895",M
"Warburton, William, 1698-1779 [Contributor]",X
"O'Hara, Thomas J.",X
"Hubbard, L. Ron (La Fayette Ron), 1911-1986",M
"Griffith, George Chetwynd, 1857-1906",M
"Preston, Laura, 1846-",X
"Barnes-Grundy, Mabel",X
"Emerson, Alice B.",X
"Norton, Brayton",X
"Lamping, Clemens, 1812-1885",X
"Lecomte, Eva",X
"Putnam, Ruth, 1856-1931",X
"Glyn, Elinor, 1864-1943",F
"Isham, Frederic Stewart, 1866-1922",F
"Hackley, Sarah Bell",X
"Munger, Dell H., 1862-",X
"Lee, Eliza Buckminster, 1788-1864",X
"Repp, Ed Earl, 1900-1979",X
"Hentz, Caroline Lee, 1800-1856",F
"Peck, George W. (George Wilbur), 1840-1916",M
"Harraden, Beatrice, 1864-1936 [Contributor]",X
"Lach-Szyrma, Krystin, 1791?-1866 [Translator]",X
"Senarens, Luis, 1863-1939",X
"Sterne, Laurence, 1713-1768",M
"Miller, Joaquin, 1837-1913",M
"Jordan, F. [Translator]",X
"Hogarth, D. J. [Translator]",X
"Hamilton, Cicely, 1872-1952",F
"Smith, Mary Stuart Harrison, 1834-1917 [Translator]",F
"Mears, Mary M. (Mary Martha), 1876-1943 [Contributor]",X
"Stimson, Frederic Jesup, 1855-1943",M
"Harris, Miriam Coles, 1834-1925",X
"Marsh, George, 1876-1945",X
"Adams, John S. (John Stowell), -1893",X
"Kendall, May, 1861-",X
"Mason, Stuart, 1872-1927 [Commentator]",X
"Zamin Ki Dost, 1866-1947",F
"Kielland, Alexander Lange, 1849-1906",M
"Fuller, Alvarado M. (Alvarado Mortimer), 1851-1924",X
"Harmon, Kenneth",X
"Zeigler, Wilbur Gleason, 1857-1935",X
"Fraser, Thurlow",X
"Benson, E. F. (Edward Frederic), 1867-1940",M
"Dobie, Charles Caldwell, 1881-1943",M
"Reeve, Arthur B. (Arthur Benjamin), 1880-1936",M
"Griswold, Latta, 1876-1931",M
"Beer, Thomas, 1889-1940",M
"Dodge, Henry Irving, 1861-1934",M
"Hamilton, W. J., 1843-1892",M
"Benson, Stella, 1892-1933",F
"Franklin, Edgar, 1879-1958",X
"Powell, G. H. (George Herbert), 1856-1924 [Author of introduction, etc.]",X
"Rudd, Steele, 1868-1935",M
"Read, Opie Percival, 1852-1939 [Author of introduction, etc.]",X
"Lorayne, Harry",X
"Child, Richard Washburn, 1881-1935",M
"Lee, Henry",X
"Knowles, Robert E. (Robert Edward), 1868-1946",X
"Bump, Charles Weathers, 1872-1908",X
"Doyle, Arthur Conan, 1859-1930",M
"Bryant, William Cullen, 1794-1878 [Author of introduction, etc.]",M
"Farjeon, Eleanor, 1881-1965",F
"Troy, Conan T.",X
"Starzl, Roman Frederick, 1899-1976",M
"Dickens, Mary Angela, 1862-1948",F
"Tucker, St. George, 1828-1862",X
"Flammarion, Camille, 1842-1925",M
"Pease, M. C.",X
"Miall, Bernard, 1876-1953 [Editor]",M
"Le Gallienne, Richard, 1866-1947 [Contributor]",F
"Archer, William, 1856-1924 [Translator]",X
"Russell, William",X
"Andreyev, Leonid, 1871-1919",M
"Doubleday, Thomas, 1790-1870 [Contributor]",X
"Irving, Washington, 1783-1859",M
"Marshall, Emma, 1830-1899",F
"Smith, Minna Caroline, 1860-1929 [Translator]",X
"Balfour, Frederic Henry",X
"Le Gallienne, Richard, 1866-1947",M
"Optic, Oliver, 1822-1897",M
"Carlson, Mary",X
"Delannoy, Burford",X
"Gaunt, Mary, 1861-1942",F
"Sturgis, Melvin",X
"Hay, John, 1838-1905",M
"Peard, Frances Mary, 1835-1923",F
"Wainwright, Ruth Laura",X
"Le Queux, William, 1864-1927",M
"Deeping, Warwick, 1877-1950",M
"Farrar, F. W. (Frederic William), 1831-1903",M
"Jewett, Sarah Orne, 1849-1909",F
"Cooke, Grace MacGowan, 1863-1944",X
"Cambon, Jules, 1845-1935 [Translator]",X
"Rougemont, Louis de, 1847-1921",M
"Becke, Louis, 1855-1913",M
"Miller, Alice Duer, 1874-1942",F
"Smith, William E. [Translator]",X
"Munsell, Ida Hamilton",X
"McConnell, James V., 1925-1990",M
"Opie, Amelia, 1769-1853",F
"Bennet, Robert Ames, 1870-1954",X
"Parrish, Randall, 1858-1923",M
"Dakyns, Henry Graham, 1838-1911 [Translator]",M
"Sparre, Christian, 1859-1940",M
"Rideout, Henry Milner, 1877-1927",M
"Niese, Charlotte, 1854-1935",F
"Halifax, Clifford",X
"Sedgwick, Catharine Maria, 1789-1867",F
"Ashford, Daisy, 1881-1972",F
"Freeman, Lewis R. (Lewis Ransome), 1878-1960",M
"Thorne, Jack, 1863-",X
"Aumonier, Stacy, 1887-1928 [Contributor]",X
"Machen, Arthur, 1863-1947 [Author of introduction, etc.]",M
"Stevenson, Fanny Van de Grift, 1840-1914",F
"Sampson, John, 1862-1931 [Editor]",X
"London, Jack, 1876-1916 [Contributor]",M
"Coffin, Amory, 1813-1884 [Translator]",M
"Danilevskii, G. P. (Grigorii Petrovich), 1829-1890",X
"Nelson, Kathleen Gray",X
"Hamsun, Knut, 1859-1952",M
"Baily, Peter",X
"Eddy, Sarah J. (Sarah Jane), 1851-1945 [Compiler]",F
"Reeds, F. Anton, 1907-1970",X
"Beaumont, Mary [Contributor]",X
"Dugdale, William, 1800-1868 [Publisher]",M
"Hart, Frances Noyes, 1890-1943",F
"Obecny, Edmund [Translator]",X
"Colton, Arthur, 1868-1943 [Adapter]",X
"Laughlin, Clara E. (Clara Elizabeth), 1873-1941",F
"Iliowizi, Henry, 1850-1911",X
"McKishnie, Archie P., 1875-1946",M
"Woods, Margaret L. (Margaret Louisa), 1856-1945",X
"Beckford, William, 1760-1844",M
"Adams, J. S., Mrs., 1845-1885",X
"Willard, Charles Dwight, 1866-1914",M
"Kafka, Franz, 1883-1924",M
"Venning, Edwin James [Translator]",X
"Williams, Robert Moore, 1907-1977",X
"Ouida, 1839-1908",X
"Thucydides, 455? BCE-395 BCE",X
"Marks, Jeannette Augustus, 1875-1964",F
"Lawrence, C. E. (Charles Edward), 1870-1940",X
"Hawkins, Rush C. (Rush Christopher), 1831-1920",M
"Cory, John",X
"Carman, Bliss, 1861-1929 [Author of introduction, etc.]",X
"Vogel, Julius, Sir, 1835-1899",M
"Austen, Jane, 1775-1817 [Other]",X
"Sinclair, Catherine, 1800-1864",F
"Weedon, Sara Helene Petersen, 1875-1925 [Translator]",X
"Cannan, Gilbert, 1884-1955 [Translator]",X
"Louÿs, Pierre, 1870-1925",M
"Hudson, Charles B. (Charles Bradford), 1865-1939",X
"Lewis, W. S. (Wilmarth Sheldon), 1895-1979",X
"Welsh, James C., 1880-1954",X
"Floyd, Silas Xavier, 1869-1923",M
"Wood, Henry Cleveland, 1855-",X
"Dacre, Barbarina, Lady, 1767-1854 [Dubious author]",X
"Fittis, Robert Scott, 1824-1903",X
"Wilson, Robert",X
"Cuthell, Edith E., -1929",X
"Widger, David, 1932- [Editor]",X
"Lighthall, W. D. (William Douw), 1857-1954",M
"Johnson, Owen, 1878-1952 [Contributor]",X
"Oldmeadow, Ernest, 1867-1949",X
"Poindexter, M. E. [Translator]",X
"Dery, Desiderius George, 1867-",X
"Sterrett, Frances R. (Frances Roberta), 1869-1947",F
"Forbes, John Maxwell",X
"Verne, Jules, 1828-1905",X
"Judson, Jeanne, 1890-1981",X
"Ward, Mrs., 1808-1873",F
"Harding, Ellison, 1851-1909",X
"Forrest, E. W. (Edmund William), -1880",X
"Dorrance, E. S. (Ethel Smith), 1880-",X
"Hemenway, Hetty, 1890-1961",X
"Gough, George W.",X
"Longfellow, Henry Wadsworth, 1807-1882",M
"Beaumont, Charles, 1929-1967",M
"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906",F
"Richmond, Grace S. (Grace Smith), 1866-1959",F
"Ingelow, Jean, 1820-1897",F
"Chaudron, A. de V. (Adelaide de Vendel) [Translator]",X
"Myddleton, W. H. (William Henry), 1873-1950",M
"Smith, Evelyn E., 1922-2000",F
"Lawrence, D. H. (David Herbert), 1885-1930 [Translator]",X
"Zangwill, Louis, 1869-1938",M
"Craven, Priscilla",X
"Washburn, Claude C. (Claude Carlos), 1883-1926",X
"Ferval, Claude, 1856-1943",X
"Horton, George, 1860-1942",X
"Waterloo, Stanley, 1846-1913",M
"Wetterau, John Moncure",X
"Peterson, Maud Howard",X
"Palmer, Ray, 1910-1977",M
"Da Kowalewska, Linda [Translator]",X
"Wells, Basil, 1912-2003",M
"Janvier, Thomas A. (Thomas Allibone), 1849-1913",M
"Eyster, William R. (William Reynolds), 1841-1918",X
"Rich, Ben. E. (Benjamin Erastus), 1855-1913",X
"Chesnutt, Charles W. (Charles Waddell), 1858-1932",M
"Gunnison, Charles A., 1861-1897",X
"Freeman, Mary Eleanor Wilkins, 1852-1930 [Contributor]",M
"Chekhov, Anton Pavlovich, 1860-1904 [Contributor]",X
"Brown, George Alfred, 1876-",X
"Tracy, Virginia, -1946",X
"Kendall, Ralph S. (Ralph Selwood), 1878-1940",X
"Cooper, James Fenimore, 1789-1851 [Editor]",M
"Sheldon, Walter J., 1917-1996",X
"Beeman, Herbert",X
"Walden, Walter",X
"Forsslund, Louise, 1873-1910",F
"Bartholomew, Stephen",X
"Laurie, Marjorie [Translator]",X
"Hardy, Thomas, 1840-1928",X
"Turnbull, Lawrence, Mrs., -1927",X
"Moore, Thomas, 1779-1852 [Translator]",X
"Dorling, H. Taprell (Henry Taprell), 1883-1968",M
"Malleson, F. A. (Frederick Amadeus), 1819-1897 [Translator]",X
"Wollstonecraft, Mary, 1759-1797",F
"Sousa, John Philip, 1854-1932",M
"Egan, Pierce, 1772-1849",X
"Lewis, Irwin",X
"Roe, A. S. (Azel Stevens), 1798-1886",X
"Wilcox, Don, 1905-2000",X
"Reich, Emil, 1864-1934 [Translator]",X
"Crake, A. D. (Augustine David), 1836-1890",M
"Page, Thomas Nelson, 1853-1922",M
"Ford, Ford Madox, 1873-1939",X
"Mitchell, Edmund, 1861-1917",X
"Loyd, Mary, Lady, 1853-1936 [Translator]",F
"Cotton, Catherine",X
"Dziekonska, Kasimir [Translator]",X
"Godwin, Francis, 1562-1633",M
"Angellotti, Marion Polk, 1887-1975",F
"Bukstein, I. M.",X
"Anderson, Poul, 1926-2001",M
"Ludovici, Anthony M. (Anthony Mario), 1882-1971",M
"Gibbon, Perceval, 1879-1926",M
"Cannan, Gilbert, 1884-1955 [Author of introduction, etc.]",M
"Leighton, Alexander, 1800-1874 [Editor]",M
"Hill, Arthur G.",X
"Kelley, Ethel M. (Ethel May), 1878-",X
"Holt, Mathew Joseph, 1866-",X
"De Mille, James, 1833-1880",M
"Riley, Frank, 1915-1996",X
"Darrow, Clarence, 1857-1938",M
"Cannan, Gilbert, 1884-1955",X
"Tabakow, Lou, 1915?-1981",X
"Shelton, W. H. (William Henry), 1840-1932?",X
"Allain, Marcel, 1885-1969",X
"Flynn, Brian",X
"Kinkaid, Mary Holland, 1861-1948",F
"Garstin, Crosbie, 1887-1930",M
"Harland, Marion, 1830-1922 [Editor]",M
"Hobart, George V. (George Vere), 1867-1926",M
"Neilson, Francis, 1867-1961",M
"Harris, Corra, 1869-1935",F
"Winterburn, Florence Hull, 1858-",X
"Leverage, Henry, 1885-",X
"Hogg, James, 1770-1835",M
"Brontë, Charlotte, 1816-1855",F
"Stevenson, Robert Louis, 1850-1894",X
"Clarke, Covington, 1892-",X
"Preston, Jack, 1888-",X
"Wise, H. A. (Henry Augustus), 1819-1869",X
"Goncourt, Jules de, 1830-1870",M
"Garis, Howard Roger, 1873-1962",M
"Montgomery, Florence, 1843-1923",X
"Moore, Dorothea, 1880-1933",X
"Harriman, Alice, 1861-1925",F
"Cross, Victoria, 1868-1952",X
"Gyp, 1849-1932",X
"Parker, Gilbert, 1862-1932 [Contributor]",X
"Prothero, John K. (John Keith), 1869-1962 [Author of introduction, etc.]",M
"Quevedo, Francisco de, 1580-1645",M
"Wilde, Oscar, 1854-1900",X
"Potter, Beatrix, 1866-1943",X
"Harriman, Karl Edwin, 1875-1935",X
"Hesse, Hermann, 1877-1962",M
"Ottolengui, Rodrigues, 1861?-1937",X
"Freeman, R. Austin (Richard Austin), 1862-1943",M
"Colter, J. J., Mrs.",X
"Butler, Ellis Parker, 1869-1937",M
"Scott-Moncrieff, C. K. (Charles Kenneth), 1889-1930 [Translator]",M
"Martin, Catherine, 1848-1937",X
"St. John, Percy B. (Percy Bolingbroke), 1821-1889 [Editor]",M
"Stocking, Charles Francis, 1873-",X
"Stilson, Charles B. (Charles Billings), 1880-1932",M
"Carryl, Guy Wetmore, 1873-1904",M
"Church, Alfred John, 1829-1912",M
"Brentwood, Evelyn",X
"Freytag, Gustav, 1816-1895",M
"Castaigne, J. André, 1861-1929",M
"Clarke, Jay",X
"Lee, J. F.",X
"Eötvös, József, báró, 1813-1871",M
"Kirkman, Marshall M. (Marshall Monroe), 1842-1921",M
"MacLaren, Gordon",X
"Wallace, Frederick William, 1886-1958",M
"Hall, George Eli, 1863-1911",X
"Livingston, C. M., Mrs.",X
"Seccombe, Thomas, 1866-1923 [Contributor]",X
"Yeats, W. B. (William Butler), 1865-1939",X
"Weiman, Rita, 1889-1954",X
"Bompas, Charlotte Selina, 1830-1917",X
"Grayson, David, 1870-1946",X
"Ward, Humphry, Mrs., 1851-1920 [Author of introduction, etc.]",X
